uid;cutlery_grouped_uid;tips_grouped_uid;order_grouped_uid
638699;2;30;734
444361;1;10;528
166835;3;25;868
444169;2;73;639
476199;3;35;541
849575;2;30;644
747023;4;10;441
533928;2;20;625
480337;4;53;677
485258;3;30;872
755211;1;20;536
189395;1;20;671
439036;1;10;585
221274;2;20;363
667000;4;30;562
753728;4;40;902
698267;1;20;611
633897;4;30;738
212915;2;35;411
575839;3;35;676
206927;3;35;719
833846;3;68;597
905181;4;10;717
815276;1;20;411
786052;3;20;290
814260;4;10;543
901891;3;10;912
664543;1;30;564
226820;4;30;796
823333;2;53;665
100658;3;20;481
365664;2;43;608
522538;3;10;314
538518;2;53;679
146079;2;40;777
321240;3;10;310
347976;2;30;673
893288;1;10;375
946008;3;35;544
192102;1;10;804
723747;3;50;670
336641;4;40;639
945945;3;10;450
749376;1;20;435
314435;2;10;799
855789;3;20;277
247345;3;48;352
936930;4;25;698
683314;1;10;662
805251;4;20;621
188519;3;45;702
828023;2;35;819
233341;2;57;802
659285;3;20;403
398107;4;20;558
710667;4;20;655
961969;2;65;608
180194;3;30;665
131012;3;47;509
241196;1;30;819
443741;3;30;610
514998;1;10;596
965572;1;20;553
187086;4;10;809
573759;2;35;457
825789;2;10;285
154280;2;35;783
875542;3;10;689
837380;4;25;481
817420;3;30;773
423237;1;30;368
763726;3;35;789
345537;3;50;726
479208;4;20;695
458489;4;30;376
520890;3;10;372
498849;3;45;553
466511;4;10;284
713329;3;35;480
846477;2;10;824
162466;3;20;370
244826;3;45;459
720353;3;20;871
120197;4;35;628
312767;1;10;739
929038;4;30;757
994743;3;50;696
639245;3;10;667
190914;1;20;904
659547;4;30;403
702686;2;20;596
955308;1;10;831
466388;2;30;729
865760;1;10;810
268178;4;30;716
656936;3;30;790
682502;1;20;488
351197;2;50;505
263106;4;20;737
406626;3;43;635
148768;4;10;925
501128;3;30;905
891723;3;10;374
773900;1;10;586
312121;4;20;500
897089;3;30;910
898725;1;10;460
313800;2;30;924
107760;3;40;785
616379;3;35;767
401916;2;40;759
664978;3;30;545
849835;1;35;522
103340;2;35;573
790750;3;20;355
292441;3;45;509
823232;2;30;789
472066;1;30;939
127825;4;20;784
369633;1;30;590
996965;3;10;890
795098;1;20;276
345133;3;20;299
850271;2;30;459
240264;2;43;823
781187;3;35;575
612486;3;50;620
418891;4;20;306
957866;3;45;387
835569;4;10;807
550086;1;20;858
262230;3;35;510
625089;2;20;900
397769;4;20;928
818163;3;10;579
998015;3;20;422
389063;3;30;545
545369;1;20;494
953370;3;30;601
188581;2;30;503
637527;3;30;615
279051;3;40;641
332755;3;10;672
551512;3;60;637
918214;2;10;566
186898;2;45;444
977066;3;20;672
413015;4;10;583
893282;1;10;363
337002;3;45;669
795701;2;45;620
512142;1;35;423
481135;4;35;478
856709;3;30;373
415331;2;45;623
401790;1;30;720
264010;2;10;310
386398;2;10;349
437824;1;20;520
533283;4;10;941
884322;1;10;756
248137;3;20;854
689372;3;10;452
699338;3;10;298
646204;3;20;798
516921;4;30;450
564596;2;30;432
179428;2;30;433
226851;2;20;911
845064;3;43;486
330528;2;30;783
766622;2;30;888
493547;3;10;841
165994;1;30;756
149592;3;20;728
813176;2;20;722
542887;2;35;663
914120;4;30;644
231452;3;30;592
795253;2;35;560
344122;2;30;599
817020;4;10;447
283548;3;40;584
244533;3;30;596
368232;3;30;318
278155;2;45;365
542266;2;30;577
760350;4;30;373
493657;4;20;803
917455;1;10;743
330987;2;10;453
761978;1;20;489
751918;4;30;907
747531;3;20;587
938308;2;10;573
970172;3;30;416
271276;2;10;893
342144;3;10;397
767595;1;20;538
109272;4;30;894
694400;4;20;637
535071;1;20;761
962007;3;20;509
520004;1;20;359
174820;4;30;772
682745;1;10;515
959514;2;20;887
888407;2;10;895
358319;3;10;767
496879;2;25;734
373425;3;30;600
445608;3;10;444
981346;1;30;298
950124;2;10;342
146851;2;10;596
350345;2;10;792
461744;3;10;893
978437;3;20;497
519167;2;10;366
374034;2;20;407
423349;1;10;334
364696;4;10;431
520691;3;30;646
279384;2;10;292
916020;2;20;535
255050;2;10;439
720570;2;10;634
367550;3;20;507
941111;1;20;866
933014;4;30;583
775483;1;10;538
182587;4;10;763
